,feature1,feature2,feature3
1991-12-25 05:48:00,0.16106486574463197,0.042283387290249164,0.7152158654216718
1991-12-25 05:49:00,0.7571514603001487,0.4021100572043056,0.481151683080559
1991-12-25 05:50:00,0.06821407026543391,0.3014917865572735,0.18172889358865452
1991-12-25 05:51:00,0.8801929588613733,0.5028755350409149,0.19818160846590482
1991-12-25 05:52:00,0.03554039595860692,0.17726851797586296,0.9270978622553956
1991-12-25 05:53:00,0.8995319955899477,0.32509036049629225,0.6302878741978181
1991-12-25 05:54:00,0.9459901217002524,0.02813816898929844,0.6580378835019175
1991-12-25 05:55:00,0.890299990759765,0.2594412288507405,0.8902800100752822
1991-12-25 05:56:00,0.13097598152215428,0.8030216080186136,0.9326236739981367
1991-12-25 05:57:00,0.2591120180795531,0.8545678450721051,0.6881203926697487
1991-12-25 05:58:00,0.16120300335963278,0.9586511144004481,0.17718640771568162
1991-12-25 05:59:00,0.7431157910170315,0.10183321301545034,0.9343916565052088
1991-12-25 06:00:00,0.07229017775311453,0.618662001284409,0.177545593097583
1991-12-25 06:01:00,0.3862882915805702,0.8925804686650977,0.05067877099750162
1991-12-25 06:02:00,0.7794938473153767,0.29577486203574477,0.6706541876453828
1991-12-25 06:03:00,0.12871733643151484,0.2309197458428669,0.6232590974211241
1991-12-25 06:04:00,0.11952943247850278,0.05814270115970066,0.33329639576080317
1991-12-25 06:05:00,0.30809086861245505,0.22108229965031656,0.8254357002020487
1991-12-25 06:06:00,0.4393141534740782,0.0747585801444497,0.9999490634506278
1991-12-25 06:07:00,0.5930087337783162,0.521845058867581,0.8838347574214781
1991-12-25 06:08:00,0.8153823405086635,0.01481187087012481,0.034843330399502714
1991-12-25 06:09:00,0.8084810321498273,0.027319574044093464,0.5545189175527794
1991-12-25 06:10:00,0.25002639976752794,0.21209989205393565,0.9702935099774311
1991-12-25 06:11:00,0.8955432373688573,0.2934887316603926,0.32339957470331204
1991-12-25 06:12:00,0.1827395719604673,0.7082794407908414,0.35629281491835885
1991-12-25 06:13:00,0.4101766579698103,0.7348637788556608,0.214976480007933
1991-12-25 06:14:00,0.9249020958098911,0.9451824763349261,0.22477950939196167
1991-12-25 06:15:00,0.33522214144509965,0.37882771345132604,0.43031694373951357
1991-12-25 06:16:00,0.16986379552904218,0.4602428172679538,0.28171255803988815
1991-12-25 06:17:00,0.9549935739206429,0.7118241959467311,0.31157626352744605
