,feature1,feature2,feature3
1991-12-25 06:46:00,0.87202094448273,0.08772623034723148,0.8048733082375015
1991-12-25 06:47:00,0.21325189089353647,0.45119594867693047,0.8027847017520483
1991-12-25 06:48:00,0.1527231969103353,0.9451090511915508,0.2843097221915125
1991-12-25 06:49:00,0.5482995079959502,0.025352373665535888,0.678437255813881
1991-12-25 06:50:00,0.00503262231018009,0.9115335288743412,0.8821933592379014
1991-12-25 06:51:00,0.9883668982036391,0.9048995972955062,0.8493298938646908
1991-12-25 06:52:00,0.7275458588330354,0.36004599894706346,0.2200563429585557
1991-12-25 06:53:00,0.1780801684724912,0.3510824472622459,0.5342222759979732
1991-12-25 06:54:00,0.9691849853442334,0.42162949529806704,0.495243645160639
1991-12-25 06:55:00,0.2448359336874828,0.5829663637702274,0.3709372617205836
1991-12-25 06:56:00,0.49330554119913717,0.9519643120044772,0.9296953045514842
1991-12-25 06:57:00,0.2757156048810592,0.25321465690347744,0.3547531962209526
1991-12-25 06:58:00,0.39900209629897543,0.48356764694622933,0.20343692982036676
1991-12-25 06:59:00,0.9087567002772576,0.8047689983861258,0.19258823783657852
1991-12-25 07:00:00,0.28746355396581535,0.6705857665272383,0.35910577298564106
1991-12-25 07:01:00,0.5426535753157814,0.7112017780144069,0.27066741085764345
1991-12-25 07:02:00,0.4430414754109534,0.6327011852619967,0.11145988139951224
1991-12-25 07:03:00,0.30565886992615987,0.14473480397808247,0.3755115446325844
1991-12-25 07:04:00,0.6336117536314011,0.29018920161355266,0.6093118559304537
1991-12-25 07:05:00,0.42327330110403516,0.5837570761136535,0.39050146450819556
1991-12-25 07:06:00,0.3481285464284456,0.7040493663301369,0.08194969787601625
1991-12-25 07:07:00,0.9313043923583503,0.6883435394520105,0.5684504411990334
1991-12-25 07:08:00,0.9751092365352308,0.29496816993539376,0.3908206395293462
1991-12-25 07:09:00,0.9459468993878408,0.9511019409147398,0.618740433614226
1991-12-25 07:10:00,0.04503836499059899,0.9598913811223668,0.07769621671280347
1991-12-25 07:11:00,0.7676461354968701,0.8554344930755565,0.0762701008690444
1991-12-25 07:12:00,0.5488160445914796,0.5867684384276386,0.06000852371478327
1991-12-25 07:13:00,0.6658695831436546,0.947312775492283,0.47270169370030457
1991-12-25 07:14:00,0.9836364008056471,0.14421521196846676,0.6658651405594465
1991-12-25 07:15:00,0.9640961355723561,0.3324415223965985,0.46440073341730315
