,feature1,feature2,feature3
1991-12-25 01:27:00,0.3536674776979446,0.27924426550753867,0.9382105547677673
1991-12-25 01:28:00,0.2194323350712012,0.05655759211358968,0.6365804998017024
1991-12-25 01:29:00,0.32388997602900127,0.6980019301735617,0.12284578111899602
1991-12-25 01:30:00,0.29221948693142774,0.7316710727663015,0.09057883320533822
1991-12-25 01:31:00,0.38669579973238044,0.7907251422079534,0.97038707913442
1991-12-25 01:32:00,0.1695494383526236,0.16778135309953834,0.2715845807063568
1991-12-25 01:33:00,0.3754243360025401,0.18040844830973468,0.2579098203265797
1991-12-25 01:34:00,0.9969232310685956,0.995216404553556,0.1637709390410267
1991-12-25 01:35:00,0.6795403134460037,0.8560087846033864,0.44433852122075346
1991-12-25 01:36:00,0.4654181030600585,0.12820144765096952,0.7288902006770575
1991-12-25 01:37:00,0.8396938659789859,0.9701817298840555,0.011363964252109282
1991-12-25 01:38:00,0.3717246660072898,0.4626075802080074,0.8040091047365939
1991-12-25 01:39:00,0.48788776906027853,0.7606896625897822,0.01430187942055916
1991-12-25 01:40:00,0.741549985443006,0.29017713145667956,0.2820144514868639
1991-12-25 01:41:00,0.051137123576830534,0.5617553377472465,0.5513191873445583
1991-12-25 01:42:00,0.030882392777682455,0.6431384736532606,0.7352003224954059
1991-12-25 01:43:00,0.34684554737063267,0.8268776146672695,0.021727983293425956
1991-12-25 01:44:00,0.8816160374717177,0.4924339570157221,0.7156863188510209
1991-12-25 01:45:00,0.01958361420211374,0.4771662410375326,0.10952723868003655
1991-12-25 01:46:00,0.38469156544386496,0.3807978461268121,0.020342335921711974
1991-12-25 01:47:00,0.5180313006375664,0.48364303991884583,0.8544279053451652
1991-12-25 01:48:00,0.04983707168008833,0.6391791267024521,0.6768450129721492
1991-12-25 01:49:00,0.46493207761592636,0.9691552282586068,0.9321821216230602
1991-12-25 01:50:00,0.7264999111882522,0.5306156898570282,0.30939213094412266
1991-12-25 01:51:00,0.41088469595594723,0.3414169426324465,0.19891052107766938
1991-12-25 01:52:00,0.07899318775886055,0.4651357914362877,0.7524731488117286
1991-12-25 01:53:00,0.04591928708980775,0.5721248931364877,0.08969214597758812
1991-12-25 01:54:00,0.5785771633887385,0.37854239230564746,0.4266526009805821
1991-12-25 01:55:00,0.5036187186443585,0.888137992986677,0.5535042990909538
1991-12-25 01:56:00,0.4446278162329669,0.9467393091368583,0.2506602111736618
