,feature1,feature2,feature3
1991-12-25 05:19:00,0.6209028195769676,0.9852225327509105,0.3294780216235449
1991-12-25 05:20:00,0.4685066215745125,0.20934320249699312,0.48758046891289186
1991-12-25 05:21:00,0.08077272544795266,0.005676782102853828,0.9832273733910468
1991-12-25 05:22:00,0.6233718246873974,0.0665646256695126,0.5182289101772846
1991-12-25 05:23:00,0.427263648149357,0.0660474145714589,0.15595487392121787
1991-12-25 05:24:00,0.4169184542438069,0.9166164695296433,0.007618047613278778
1991-12-25 05:25:00,0.08429083569669416,0.7579395169237754,0.6948623672899574
1991-12-25 05:26:00,0.033922336695476285,0.569747988013225,0.5961262235053704
1991-12-25 05:27:00,0.6458807043017323,0.054505637924274986,0.1767166787521055
1991-12-25 05:28:00,0.5942980325718308,0.5811433454976429,0.4016531423672981
1991-12-25 05:29:00,0.28006358517922647,0.6313261325248711,0.29359697758898995
1991-12-25 05:30:00,0.5908316235723627,0.33512626918140276,0.9969317389239682
1991-12-25 05:31:00,0.36912651008254505,0.44102673192305475,0.2087826833824965
1991-12-25 05:32:00,0.43226602209779197,0.39976678809213495,0.7045080954821795
1991-12-25 05:33:00,0.03920182764723146,0.1319840858701573,0.2901827782786467
1991-12-25 05:34:00,0.8315372711342667,0.14373836771402804,0.014253015669197122
1991-12-25 05:35:00,0.3021155354794759,0.3601065050515133,0.6097304680498572
1991-12-25 05:36:00,0.22496264298329882,0.06704158238057933,0.057362903939757626
1991-12-25 05:37:00,0.8086069218728331,0.9171521241758237,0.3970645782111738
1991-12-25 05:38:00,0.8841962225329404,0.21145554386862675,0.9586686021682018
1991-12-25 05:39:00,0.13849776294521055,0.575729237020815,0.4587453836634239
1991-12-25 05:40:00,0.6119782658794363,0.5396675487671189,0.07581011303857865
1991-12-25 05:41:00,0.6212768715272072,0.4693611117760501,0.7710659563116129
1991-12-25 05:42:00,0.47911187008494904,0.38559997720411265,0.9534658356022319
1991-12-25 05:43:00,0.8049645142807225,0.10340672766822367,0.829773311009546
1991-12-25 05:44:00,0.08078875140264508,0.24213652755495274,0.33732183246636793
1991-12-25 05:45:00,0.4205961498570331,0.5563771962802819,0.8933488299033296
1991-12-25 05:46:00,0.2398352535240459,0.5650261994729673,0.8349415566476766
1991-12-25 05:47:00,0.22891212415933804,0.3245588060536636,0.6444568185268689
1991-12-25 05:48:00,0.5970530595182317,0.5110622610616113,0.265471917916568
