,feature1,feature2,feature3
1991-12-25 04:50:00,0.7362635259818118,0.898937975079415,0.2452204999554506
1991-12-25 04:51:00,0.08433297648889371,0.8969327485433825,0.24485745643015422
1991-12-25 04:52:00,0.9024579362079013,0.31803824755963717,0.7617961619487408
1991-12-25 04:53:00,0.09046889450536921,0.7010777318262846,0.34955103025250644
1991-12-25 04:54:00,0.723808194174585,0.7028615342125187,0.4104444139073189
1991-12-25 04:55:00,0.029726069168945712,0.19165200047480246,0.02447785735247565
1991-12-25 04:56:00,0.9299602058672427,0.09997656613090977,0.5825729035151969
1991-12-25 04:57:00,0.24982326465863147,0.030679631424187837,0.1357507075681217
1991-12-25 04:58:00,0.4845690004101707,0.10044285825371302,0.24439042637490216
1991-12-25 04:59:00,0.21997924892150622,0.2037081034692384,0.46356994532344
1991-12-25 05:00:00,0.8427671839603442,0.28719124594826206,0.206337772568282
1991-12-25 05:01:00,0.7095358748969772,0.7544819095412018,0.23236498370542924
1991-12-25 05:02:00,0.823282978553609,0.5741353515740284,0.30261704845860826
1991-12-25 05:03:00,0.5001624867866029,0.7891778237006644,0.6902340143987924
1991-12-25 05:04:00,0.44853259995415695,0.15798703502239486,0.16283019000266163
1991-12-25 05:05:00,0.6226794630514285,0.9365134963444641,0.9836398138377734
1991-12-25 05:06:00,0.4005869730113757,0.27453655266491617,0.10179314230668102
1991-12-25 05:07:00,0.011942965406202766,0.08387337963360486,0.21375636725554825
1991-12-25 05:08:00,0.9144999083129239,0.27742645224504314,0.11118071258868922
1991-12-25 05:09:00,0.5227462597673485,0.15809348762885078,0.4276934481032336
1991-12-25 05:10:00,0.9166757981130528,0.24324210828450976,0.5880759849838846
1991-12-25 05:11:00,0.1476601049693148,0.39088820329410423,0.3525124689057535
1991-12-25 05:12:00,0.1657388277385028,0.3282482467210798,0.3821048432642675
1991-12-25 05:13:00,0.5267865020452399,0.012755747176747767,0.9596842831442612
1991-12-25 05:14:00,0.31508181614841124,0.8764525566711242,0.2691795390078624
1991-12-25 05:15:00,0.32991191401008857,0.9118021140008702,0.7210929871217211
1991-12-25 05:16:00,0.5671339427565057,0.7978968384669402,0.25307862310229523
1991-12-25 05:17:00,0.6976253735850316,0.944994490507818,0.8834265445056018
1991-12-25 05:18:00,0.9234839281590013,0.29292672939274766,0.5460841737244073
1991-12-25 05:19:00,0.9276805843554666,0.5269613528031086,0.8866417779134741
