,feature1,feature2,feature3
1991-12-25 07:15:00,0.28502257493922345,0.29064060074690545,0.0483978669192584
1991-12-25 07:16:00,0.970048624455055,0.089047679033325,0.6643245323481133
1991-12-25 07:17:00,0.7186415082381067,0.22017951717076123,0.6099646958286814
1991-12-25 07:18:00,0.2704051225889864,0.86722265220763,0.7351784300900768
1991-12-25 07:19:00,0.25445353542172167,0.87145862034022,0.5708683132135618
1991-12-25 07:20:00,0.11000001043432883,0.3709422955990296,0.0007578192151045382
1991-12-25 07:21:00,0.4271752654395429,0.36466864929261256,0.88038182088289
1991-12-25 07:22:00,0.18891744416418887,0.5769792525678645,0.9189633653221628
1991-12-25 07:23:00,0.7044161972832804,0.5560940902336642,0.3066854407698787
1991-12-25 07:24:00,0.028694953898546482,0.5134874668474576,0.3827163413439868
1991-12-25 07:25:00,0.8464439911198919,0.09711383573907773,0.4879357981983995
1991-12-25 07:26:00,0.48937436807872237,0.6191410251089133,0.5111768865699813
1991-12-25 07:27:00,0.015219236315009432,0.7671374051988356,0.5846648566510618
1991-12-25 07:28:00,0.2228030055263699,0.34683335853207486,0.2664747547378865
1991-12-25 07:29:00,0.008285599414410871,0.19671817437479244,0.7307290650340466
1991-12-25 07:30:00,0.8593327875507956,0.9351260311514038,0.3882555194502072
1991-12-25 07:31:00,0.23497855467540496,0.7687305850848565,0.45674804132772595
1991-12-25 07:32:00,0.11706837773718137,0.471788418289532,0.6576320391026127
1991-12-25 07:33:00,0.6258363275712625,0.9061454356163486,0.8090156968547889
1991-12-25 07:34:00,0.8575119940342553,0.19253643155856603,0.21167256085411845
1991-12-25 07:35:00,0.5089742967888383,0.3255489859389422,0.9207662116340674
1991-12-25 07:36:00,0.8636936494315705,0.5123787215356977,0.8845765278933775
1991-12-25 07:37:00,0.4092770805859378,0.26779944618475526,0.5867725653925093
1991-12-25 07:38:00,0.8504052449630594,0.1020785358766454,0.2618981149956612
1991-12-25 07:39:00,0.22032309489361424,0.4436545584979049,0.5095124597773427
1991-12-25 07:40:00,0.12377695508452802,0.6211790059575423,0.37367065638123254
1991-12-25 07:41:00,0.17152513642020928,0.8116618517607639,0.8280283116670978
1991-12-25 07:42:00,0.817041605074587,0.48634948701509206,0.5234623367344788
1991-12-25 07:43:00,0.7850415277236674,0.8284032665742763,0.05318045423473705
1991-12-25 07:44:00,0.9432818776401417,0.5197920698389429,0.16851397621958542
